PMID|DCOM|DP|REC|ACC|PM
3168479|19881107|1988|N/A|N/A|1988/01/01
28536004|20180425|2017 Sep 15|2016/11/18|2017/05/08|2017/05/26
20830663|20101014|2010 Oct|N/A|N/A|2010/09/11
34334145|20220413|2022 Mar|N/A|N/A|2021/08/03
27010494|20170413|2016 May|2016/01/17|2016/03/01|2016/03/25
5437267|19700520|1970 Feb|N/A|N/A|1970/02/01
28986310|20180326|2018 Jan|2017/03/22|2017/10/02|2017/10/08
8682104|19960821|1995 Dec|N/A|N/A|1995/12/01
35038424|20220321|2022 Apr|2021/11/10|2022/01/13|2022/01/18
33736444|20210322|2020 Winter|N/A|N/A|2020/01/01
31327516|20200810|2019 Dec 1|2019/03/09|2019/07/08|2019/07/23
22058286|20111220|2011 Dec|N/A|N/A|2011/11/08
20990021|20101028|1946 Jul|N/A|N/A|1946/07/01
5843334|19660129|1965 Aug 13|N/A|N/A|1965/08/13
11549341|20020103|2001 Sep|N/A|N/A|2001/09/11
1398699|19921104|1992 Jan-Feb|N/A|N/A|1992/01/01
29976047|20190128|2018 Jul 6|2017/11/20|2018/02/06|2018/07/07
30619368|20191025|2018|2018/08/27|2018/12/07|2019/01/09
6502347|19850114|1984 Dec|N/A|N/A|1984/12/01
15399491|20040930|1950 Jan|N/A|N/A|1950/01/01
22552122|20121019|2012 Jul|2012/03/19|2012/04/12|2012/05/04
7222605|19810623|1981 Feb|N/A|N/A|1981/02/01
14014291|19981101|1963|N/A|N/A|1963/01/01
26188001|20160822|2015 Oct 21|2015/05/27|2015/07/01|2015/07/19
12966002|20030922|2003 Aug 19|N/A|N/A|2003/09/11
13657002|20000701|1959 Apr 24|N/A|N/A|1959/04/24
3188595|19881216|1988 Aug 15|N/A|N/A|1988/08/15
18790341|20090128|2008 Sep-Oct|2007/04/17|2007/07/24|2008/09/16
7218242|19810625|1981 Jan-Feb|N/A|N/A|1981/01/01
33849884|20210514|2021 Apr 13|N/A|N/A|2021/04/15
4647102|19730313|1972 Dec|N/A|N/A|1972/12/01
31304720|20190808|2019 Mar|N/A|N/A|2019/07/16
27436306|20180105|2016 Jul 19|N/A|N/A|2016/07/21
2312370|19900426|1990 Jan|N/A|N/A|1990/01/01
7336205|19820527|1981 Dec|N/A|N/A|1981/12/01
3945125|19860324|1986 Mar|N/A|N/A|1986/03/01
14567834|20031125|2003 Sep|N/A|N/A|2003/10/22
13520614|20000701|1958 Apr|N/A|N/A|1958/04/01
14390430|20030501|1952 Nov 14|N/A|N/A|1952/11/14
14133761|19961201|1963|N/A|N/A|1963/01/01
4347594|19730501|1973 Feb|N/A|N/A|1973/02/01
16679263|20060919|2006 May|2005/08/12|2005/11/08|2006/05/09
23662590|20140220|2013 Jul-Aug|2012/09/10|2013/03/20|2013/05/15
32972560|20210315|2020 Sep|2020/07/27|2020/07/27|2020/09/26
19914091|20110225|2010 Nov-Dec|2009/01/25|2009/10/07|2009/11/17
8386064|19930520|1993 Feb|N/A|N/A|1993/02/01
29375185|N/A|2017 Dec|N/A|N/A|2018/01/30
5351144|19700102|1969 Aug 30|N/A|N/A|1969/08/30
18788593|20100921|2008 Mar|N/A|N/A|2008/09/16
2895275|19880502|1988 Apr 2|N/A|N/A|1988/04/02
3595032|19870807|1987 Jun|N/A|N/A|1987/06/01
28506576|20180629|2017 Sep|2016/05/12|2017/03/07|2017/05/17
10807957|20000711|2000 May 15|N/A|N/A|2000/05/16
4634735|19730130|1972 Nov|N/A|N/A|1972/11/01
1713056|19910829|1991 Apr|N/A|N/A|1991/04/01
17114565|20070606|2006 Dec|N/A|N/A|2006/11/23
13736185|19981101|1961 Feb|N/A|N/A|1961/02/01
4665788|19731010|1972|N/A|N/A|1972/01/01
32577248|N/A|2020 Jun|2019/04/10|2020/02/10|2020/06/25
25406563|20150417|2014 Nov|N/A|N/A|2014/11/20
14065544|19961201|1963 Apr 8|N/A|N/A|1963/04/08
12104073|20020926|2002 Jul|N/A|N/A|2002/07/10
34026523|N/A|2021 May|N/A|N/A|2021/05/25
5355436|19700119|1969 Dec 11|N/A|N/A|1969/12/11
2665155|19890825|1989|N/A|N/A|1989/01/01
33769352|20220201|2022 Feb 1|N/A|N/A|2021/03/27
34853229|20211213|2021|N/A|N/A|2021/12/03
611190|19780617|1977 Fall|N/A|N/A|1977/01/01
18057833|20080110|2007 Nov|N/A|N/A|2007/12/07
25743357|20150929|2015 Feb|N/A|N/A|2015/03/07
28352379|N/A|2011 Jun|N/A|2011/03/05|2011/06/01
3124350|19880302|1987 Sep-Oct|N/A|N/A|1987/09/01
7652836|19950925|1995 Aug|N/A|N/A|1995/08/01
29108785|20190626|2018 Jan|2017/05/19|2017/11/02|2017/11/08
20734191|20110315|2010 Oct|2010/03/03|2010/07/26|2010/08/25
28331134|20170414|2017 Mar 24|N/A|N/A|2017/03/24
2381133|19900911|1990 Mar|N/A|N/A|1990/03/01
6855415|19830708|1983 Jan|N/A|N/A|1983/01/01
14838513|20040215|1951 Jun|N/A|N/A|1951/06/01
24667851|20150514|2014 Jul 1|N/A|N/A|2014/03/29
17323679|20070406|2007 Feb|N/A|N/A|2007/02/28
31926056|20210519|2020 Jul|2019/10/05|2019/12/08|2020/01/12
25429858|20160106|2015 May-Jun|2014/07/18|2014/10/11|2014/11/29
14204706|19961201|1964 Aug|N/A|N/A|1964/08/01
24347337|20150518|2014 Apr|2013/07/04|2013/10/28|2013/12/19
34072044|20211203|2021 May 27|2021/05/05|2021/05/24|2021/06/03
26724669|20160808|2016 Jan|2015/07/27|2015/11/14|2016/01/03
31193697|N/A|2019 Feb|2018/07/25|2018/10/20|2019/06/14
31230470|20191022|2019 Jun|N/A|N/A|2019/06/25
16102447|20051208|2005 Aug|2003/01/08|2004/06/18|2005/08/17
8682085|19960821|1995 Dec|N/A|N/A|1995/12/01
1351113|19920710|1992 Jun|N/A|N/A|1992/06/01
31335286|20210104|2020 Mar-Apr|N/A|N/A|2019/07/25
31995007|20201229|2020|2019/08/28|2019/10/22|2020/01/30
26505576|20160523|2016 Feb|N/A|N/A|2015/10/28
9583449|19980714|1998 Mar|N/A|N/A|1998/05/16
32700864|20210416|2021 Apr|N/A|N/A|2020/07/24
12218208|20030213|2002 Sep|N/A|N/A|2002/09/10
1879032|19910927|1991 May|N/A|N/A|1991/05/01
1915441|19911108|1991 Aug|N/A|N/A|1991/08/01
4849432|19741017|1974 Jan-Feb|N/A|N/A|1974/01/01
31208160|20210308|2020 Jun 3|N/A|N/A|2019/06/19
16242489|20061102|2005 Nov|2004/03/02|2004/06/07|2005/10/26
1114997|19750510|1975 Mar|N/A|N/A|1975/03/01
26140040|20150703|2015 Jul|2014/12/31|2015/04/23|2015/07/04
13811317|19981101|1959 Oct|N/A|N/A|1959/10/01
12925460|20030923|2003 Aug 26|N/A|N/A|2003/08/20
1655447|19911108|1991 Aug|N/A|N/A|1991/08/01
14359939|20030501|1955 Feb 18|N/A|N/A|1955/02/18
19168240|20110408|2010 Dec 3|2008/12/08|2008/12/14|2009/01/27
1224591|19760706|1975|N/A|N/A|1975/01/01
8034899|19940816|1994 Aug|N/A|N/A|1994/08/01
826990|19770226|1976 Sep-Oct|N/A|N/A|1976/09/01
18309518|20090205|2008 Dec|2007/11/30|2008/02/06|2008/03/01
7404970|19801027|1980 Sep|N/A|N/A|1980/09/01
31894309|20200911|2020 Feb|2019/04/17|2019/09/05|2020/01/03
10553048|19991202|1999 Nov 15|N/A|N/A|1999/11/24
20369587|20100713|2010 Jan-Feb|N/A|N/A|2010/04/08
14920929|20040215|1952 Jan 31|N/A|N/A|1952/01/31
15125383|20040629|2004 Apr|N/A|N/A|2004/05/06
10668230|20000309|1999 May|N/A|N/A|2000/02/11
2114691|19900816|1990|N/A|N/A|1990/01/01
14283769|19961201|1965 May 22|N/A|N/A|1965/05/22
25208861|20150514|2014 Sep|N/A|N/A|2014/09/12
5480223|19710109|1970 Oct|N/A|N/A|1970/10/01
14147639|19961201|1964 Jul|N/A|N/A|1964/07/01
9594534|19980617|1998 Apr 15|N/A|N/A|1998/05/22
9740090|19980921|1998 Sep 15|N/A|N/A|1998/09/18
31330324|20200106|2019 Oct|2019/03/22|2019/07/15|2019/07/23
11334844|20010607|2001 May|N/A|N/A|2001/05/04
8389271|19930707|1993 Feb|N/A|N/A|1993/02/01
32739130|20210623|2020 Oct|2020/03/18|2020/06/01|2020/08/03
34796633|20211203|2021 Nov|2021/03/24|2021/04/11|2021/11/20
9891585|19990128|1998|N/A|N/A|1999/01/19
7411922|19801120|1980|N/A|N/A|1980/01/01
1399096|19921118|1992 Aug|N/A|N/A|1992/08/01
13931602|19981101|1963 Aug 17|N/A|N/A|1963/08/17
25157113|20160316|2015 Jun 14|N/A|N/A|2014/08/27
14137481|19961201|1964 Apr|N/A|N/A|1964/04/01
2890245|19871127|1987|N/A|N/A|1987/01/01
1655376|19911113|1991 Jun|N/A|N/A|1991/06/01
16132289|20060328|2005 Sep-Oct|N/A|N/A|2005/09/01
1160192|19751204|1975 Sep|N/A|N/A|1975/09/01
26021171|20150611|2015|N/A|N/A|2015/05/30
17698702|20070918|2007 Aug|N/A|N/A|2007/08/19
8375996|19931021|1993 Aug|N/A|N/A|1993/08/01
34365571|N/A|2021 Aug 8|2020/12/14|2021/07/13|2021/08/09
32968629|N/A|2020 Aug|N/A|N/A|2020/09/25
35439027|20220421|2022 Apr|N/A|N/A|2022/04/20
5569342|19711109|1971|N/A|N/A|1971/01/01
11701617|20011204|2001 Nov 9|N/A|N/A|2001/11/10
14929413|20040215|1952 May 15|N/A|N/A|1952/05/15
11087208|20001228|2000 Dec|N/A|N/A|2000/11/22
26363754|20151217|2015 Sep|N/A|N/A|2015/09/14
33979459|20220106|2021 Jul|2021/03/06|2021/04/25|2021/05/13
2724895|19890630|1989 Feb|N/A|N/A|1989/02/01
24664391|20150413|2014 Mar|N/A|N/A|2014/03/26
17896526|20091229|2007 Aug|N/A|N/A|2007/09/28
2654437|19890615|1989 Jan|N/A|N/A|1989/01/01
33351355|20211027|2020 Sep 25|2020/07/30|2020/08/25|2020/12/23
18717218|20081203|2008 May|N/A|N/A|2008/08/23
15353508|20050607|2004 Sep 21|N/A|N/A|2004/09/09
22306858|20120705|2012 Mar 16|2011/10/19|2012/01/19|2012/02/07
20565256|20100720|2010 Aug 15|N/A|N/A|2010/06/23
8513055|19930722|1993 Apr|N/A|N/A|1993/04/01
14127025|19961201|1964 Mar|N/A|N/A|1964/03/01
4110966|19720516|1971 Dec|N/A|N/A|1971/12/01
4112521|19720714|1972|N/A|N/A|1972/01/01
14360845|20030501|1955 May|N/A|N/A|1955/05/01
6712198|19840517|1984 Jan|N/A|N/A|1984/01/01
29052263|20180718|2017 Dec|2017/06/19|2017/10/11|2017/10/21
26246350|20151203|2015 Sep|2015/06/26|2015/06/27|2015/08/08
34941668|N/A|2021 Dec 16|2021/10/26|2021/12/13|2021/12/24
35032619|20220405|2022 Apr|2021/10/18|2022/01/08|2022/01/16
12199986|20021223|2002 Aug|N/A|N/A|2002/08/30
13196965|20030501|1954|N/A|N/A|1954/01/01
4619908|19760402|1973|N/A|N/A|1973/01/01
32983574|N/A|2020|2020/07/01|2020/09/11|2020/09/29
14179839|19961201|1964 Mar 20|N/A|N/A|1964/03/20
5003876|19720516|1969 Jan 31|N/A|N/A|1969/01/31
231842|19800523|1979 Dec|N/A|N/A|1979/12/01
8855858|19961107|1996 Oct 12|N/A|N/A|1996/10/12
8279976|19940210|1993 Jun|N/A|N/A|1993/06/01
17532068|20070731|2007 Jul 31|2007/01/05|2007/04/01|2007/05/29
5212534|19691031|1968 Mar-Jun|N/A|N/A|1968/03/01
3628704|19871005|1986 Sep|N/A|N/A|1986/09/01
438048|19790728|1979 Jun 1|N/A|N/A|1979/06/01
3383473|19880729|1988 May|N/A|N/A|1988/05/01
29032361|20190107|2018 Jun|2017/02/13|2017/09/17|2017/10/17
19817921|20100924|2010 Mar|N/A|N/A|2009/10/13
34754924|N/A|2020|N/A|N/A|2021/11/11
4095451|19860408|1985 May-Jun|N/A|N/A|1985/05/01
15427152|20040930|1950 Jul 7|N/A|N/A|1950/07/07
21036649|20110503|2011 Jan|2010/07/29|2010/09/08|2010/11/03
2751186|19890818|1989 Aug 1|N/A|N/A|1989/08/01
30668335|20190520|2019 Mar 15|2017/12/28|2018/09/17|2019/01/23
19501546|20090811|2009 Jul|2009/04/14|2009/05/01|2009/06/09
17386868|20070424|2005 Oct|N/A|N/A|2007/03/28
1384018|19921113|1992|N/A|N/A|1992/01/01
31493482|20191112|2019 Oct 15|2019/06/11|2019/09/03|2019/09/08
15505098|20050930|2004 Nov 2|N/A|N/A|2004/10/27
11077231|20010111|2000 Nov|N/A|N/A|2000/11/15
2462661|19890209|1989 Jan 14|N/A|N/A|1989/01/14
33502470|20210824|2021 Jul 1|2020/11/13|2021/01/06|2021/01/28
1964729|19910516|1990 Sep 3-10|N/A|N/A|1990/09/03
1602130|19920710|1992 Jun 15|N/A|N/A|1992/06/15
33183485|20210610|2021 Feb 1|N/A|N/A|2020/11/14
34434711|N/A|2021 Aug|N/A|N/A|2021/08/27
5799649|19690922|1969 Jul 18|N/A|N/A|1969/07/18
26320108|20161011|2015 Nov 1|N/A|N/A|2015/09/01
25264903|20150728|2015 Jan-Feb|2013/12/05|2014/05/28|2014/09/30
25424142|20150206|2014 Nov|N/A|N/A|2014/11/27
128919|19760330|1975 Jul 15|N/A|N/A|1975/07/15
22718060|20120928|2012 Apr-Jun|N/A|N/A|2012/06/22
7882500|19950413|1995 Mar 15|N/A|N/A|1995/03/15
11728670|20020315|2001 Dec 10|N/A|N/A|2001/12/01
3992376|19850529|1985 Apr 6|N/A|N/A|1985/04/06
21742391|20120601|2011 Sep 1|2011/03/24|2011/06/15|2011/07/12
25442454|20150204|2014 Nov|2014/05/15|2014/06/24|2014/12/03
15981983|20051027|2005|N/A|N/A|2005/06/29
9259082|19970911|1997|N/A|N/A|1997/01/01
12459882|20030717|2002 Jul|2002/06/20|N/A|2002/12/03
13109116|20030501|1953 Dec|N/A|N/A|1953/12/01
15517048|20051013|2004 Oct|N/A|N/A|2004/11/02
10779154|20000627|2000 Mar|N/A|N/A|2000/04/25
11769018|20020214|2001 Sep|N/A|N/A|2002/01/05
26980245|20170106|2016 Mar|2015/10/15|2016/01/12|2016/03/17
8607880|19960520|1996 Mar 27|N/A|N/A|1996/03/27
21496335|20110831|2011 Apr 17|2011/01/27|2011/04/17|2011/04/19
26287645|20160711|2015|N/A|N/A|2015/08/20
33624360|20220328|2021 Dec|2020/10/23|2021/01/29|2021/02/25
13274656|20030501|1955 Dec|N/A|N/A|1955/12/01
2345835|19900629|1990 Jan-Feb|N/A|N/A|1990/01/01
10899884|20000824|2000 Aug|N/A|N/A|2000/07/19
33347677|20210705|2021 Feb|2020/09/02|2020/12/17|2020/12/22
23735986|20140411|2013 Jun|N/A|N/A|2013/06/14
24140888|20140113|2013 Dec 5|2013/08/01|2013/10/07|2013/10/22
13743410|19981101|1961 Feb|N/A|N/A|1961/02/01
29345417|20181025|2018 Feb|2017/07/28|2017/11/27|2018/01/19
19098207|20090130|2009 Jan|N/A|N/A|2008/12/23
31385942|20191016|2019 Jul 29|N/A|N/A|2019/08/07
2346516|19900703|1990 May|N/A|N/A|1990/05/01
23480557|20140919|2013 Dec|N/A|N/A|2013/03/14
33576779|20220301|2022 Jan 29|2020/05/20|2021/02/11|2021/02/13
6361658|19840214|1983 Nov 27|N/A|N/A|1983/11/27
5373519|19700420|1969 Oct|N/A|N/A|1969/10/01
6474379|19841010|1984|N/A|N/A|1984/01/01
35286451|N/A|2022 Mar 14|2021/06/07|2021/12/14|2022/03/15
1349497|19920610|1992 Feb|N/A|N/A|1992/02/01
9661962|19980922|1998 May|N/A|N/A|1998/11/20
16875042|20060914|2006 May-Jun|N/A|N/A|2006/08/01
34497836|N/A|2021|2021/04/16|2021/07/22|2021/09/10
989684|19761121|1976 Sep|N/A|N/A|1976/09/01
15120802|20040610|2004 May 5|2003/08/11|2003/11/13|2004/05/04
18112679|20071227|1949 Mar 17|N/A|N/A|1949/03/17
33131511|20210108|2020 Oct|N/A|N/A|2020/11/03
2969183|19880812|1988 Jul|N/A|N/A|1988/07/01
12381097|20030605|2002 Oct|N/A|N/A|2002/10/17
34317580|N/A|2021 Apr|2020/08/14|2020/11/02|2021/07/29
8054426|19940912|1994 Jan|N/A|N/A|1994/01/01
4531715|19750419|1973|N/A|N/A|1973/01/01
23435444|20130809|2013 Mar|N/A|N/A|2013/02/26
13441989|20020501|1957|N/A|N/A|1957/01/01
33686402|20210917|2021 Mar 12|2020/12/28|2021/02/24|2021/03/10
2548722|19890928|1989 Aug|N/A|N/A|1989/08/01
19075541|20091001|2008|N/A|N/A|2008/12/17
4437068|19750310|1974 Oct|N/A|N/A|1974/10/01
5930907|19660720|1966 Apr 9|N/A|N/A|1966/04/09
23126380|20130317|2013 Feb|2012/05/15|2012/08/14|2012/11/07
3293740|19880902|1988 Apr-Jun|N/A|N/A|1988/04/01
34274268|20220221|2021 Dec|2020/06/17|2021/05/24|2021/07/19
30310443|N/A|2016 Aug|N/A|N/A|2016/08/01
28210568|N/A|2016 Oct-Dec|2016/09/13|2016/11/22|2017/02/18
27538753|20170303|2016 Nov|N/A|N/A|2016/08/20
8089636|19941018|1993 Jul|N/A|N/A|1993/07/01
8120653|19940405|1994 Mar|N/A|N/A|1994/03/01
19880393|20100823|2010 Jun|N/A|N/A|2009/11/03
2245437|19910107|1990 Apr|N/A|N/A|1990/04/01
8888893|19970129|1996|N/A|N/A|1996/01/01
9445032|19980218|1998 Feb|N/A|N/A|1998/01/28
4292037|19671014|1966|N/A|N/A|1966/01/01
4307552|19690903|1969 Jan 20|N/A|N/A|1969/01/20
12776611|20030626|2003 Apr 21|N/A|N/A|2003/06/05
27810200|20170614|2016 Nov|2016/05/16|2016/09/26|2016/11/05
11054626|20001130|2000 Nov|N/A|N/A|2000/10/31
8390717|19930720|1993|N/A|N/A|1993/01/01
29574433|20180919|2018 Mar 23|N/A|N/A|2018/03/27
5516945|19710714|1970 Dec|N/A|N/A|1970/12/01
24180226|20140902|2013 Nov 3|2013/02/07|2013/10/23|2013/11/05
12809110|20030617|2003 May 30|N/A|N/A|2003/06/18
15848345|20050922|2005 May|2004/12/15|2005/01/21|2005/04/26
33176455|20210315|2020 Nov|N/A|N/A|2020/11/13
19944325|20110216|2009 Dec|2008/11/10|2009/02/13|2009/12/01
19300384|20090701|2009 Mar|2008/10/07|2009/01/23|2009/03/21
9166288|19970617|1997 May|N/A|N/A|1997/05/01
30223775|20181024|2018 Sep 17|2017/10/09|2018/09/10|2018/09/19
25468215|20150727|2015 May|2014/09/25|2014/10/18|2014/12/04
12891304|20040406|2003|N/A|N/A|2003/08/02
4194726|19700930|1970 Aug 22|N/A|N/A|1970/08/22
7368120|19800616|1980|N/A|N/A|1980/01/01
20512901|20100928|2010 Jun|N/A|N/A|2010/06/01
32793996|20210412|2021 Jan|2020/05/14|2020/08/07|2020/08/15
28123495|N/A|2017 Jan|2016/04/01|2016/11/08|2017/01/27
34463085|20210906|2021 Aug 30|N/A|N/A|2021/09/01
22750431|20130403|2013 Feb|2012/05/30|2012/06/08|2012/07/04
22595159|20120918|2012 May|2011/09/12|2011/11/17|2012/05/19
10767832|20000419|2000 Feb|N/A|N/A|2000/04/18
5048063|19720922|1972|N/A|N/A|1972/01/01
15599668|20050908|2004 Dec|N/A|N/A|2004/12/16
934711|19760823|1976|N/A|N/A|1976/01/01
24270235|20140822|2014 Jan-Feb|N/A|N/A|2013/11/26
4025952|19850903|1985 Jul|N/A|N/A|1985/07/01
19829127|20101012|2010 Aug|N/A|N/A|2009/10/16
12771102|20030612|2003 May 28|N/A|N/A|2003/05/29
8217449|19931220|1993 Oct|N/A|N/A|1993/10/01
31679645|20200401|2019 Dec 15|2019/07/08|2019/09/11|2019/11/05
11519415|20020813|2001 Mar-Apr|N/A|N/A|2001/08/25
5595039|19681001|1967 Jul 29|N/A|N/A|1967/07/29
16230451|20051215|2005 Nov|N/A|N/A|2005/10/19
24008201|20140605|2013 Oct 10|2013/06/03|2013/08/09|2013/09/07
16700044|20071206|2007 Dec|N/A|N/A|2006/05/16
8852248|19961211|1996 Aug|N/A|N/A|1996/08/01
14324896|19961201|1964 Nov 5|N/A|N/A|1964/11/05
25865876|20160606|2015 Oct|N/A|N/A|2015/04/14
30178211|N/A|2018 Oct|N/A|N/A|2018/09/05
2171237|19901121|1990|N/A|N/A|1990/01/01
4082171|19860207|1985 Aug|N/A|N/A|1985/08/01
14794414|20040215|1951 Jan 20|N/A|N/A|1951/01/20
23897786|20140303|2013 Aug|N/A|N/A|2013/07/31
15329503|20050208|2004 Sep|N/A|N/A|2004/08/27
1031553|19780127|1976|N/A|N/A|1976/01/01
15790697|20050510|2005 Apr|N/A|N/A|2005/03/26
20849728|20101216|2010 Sep|N/A|N/A|2010/09/21
1864099|19910906|1991 Aug|N/A|N/A|1991/08/01
21558477|20110808|2011 Jul|N/A|N/A|2011/05/12
17336498|20070907|2007 Jun|2006/12/12|2007/01/21|2007/03/06
33878372|20210707|2021 Jul 15|2020/10/02|2021/04/12|2021/04/21
7301502|19820128|1981 Sep|N/A|N/A|1981/09/01
21932962|20120120|2011 Sep|N/A|N/A|2011/09/22
2084098|19910514|1990 Oct|N/A|N/A|1990/10/01
5129440|19720225|1971 Nov|N/A|N/A|1971/11/01
13859339|19981101|1962 Jan|N/A|N/A|1962/01/01
30060693|20191231|2019 Jan|N/A|N/A|2018/08/01
9888063|19990323|1999 Jan|N/A|N/A|1999/01/15
12906975|20030911|2003 Aug 6|N/A|N/A|2003/08/09
26576638|20160707|2015 Nov 17|2015/05/14|2015/11/02|2015/11/19
34581943|20220314|2022 Jan|2021/07/01|2021/09/17|2021/09/29
31360229|N/A|2019 Jul|2019/03/22|2019/06/06|2019/07/31
11767497|20020411|2001 Sep-Oct|N/A|N/A|2002/01/05
17595217|20071024|2007 Sep|N/A|N/A|2007/06/28
1535149|19920723|1992 May 16|N/A|N/A|1992/05/16
34324438|20220316|2021 Sep 22|2021/04/05|2021/07/28|2021/07/30
1093501|19750811|1975 Mar|N/A|N/A|1975/03/01
7586287|19951221|1995 Nov 15|N/A|N/A|1995/11/15
3723788|19860806|1986 Jan|N/A|N/A|1986/01/01
866023|19770718|1977 Apr|N/A|N/A|1977/04/01
11760172|20020430|2001|N/A|N/A|2002/01/05
24382497|20160906|2014 Feb|N/A|N/A|2014/01/03
9379706|19971107|1997 Oct|N/A|N/A|1997/11/14
4958059|19661129|1966 Jun|N/A|N/A|1966/06/01
2554037|19891219|1989 Sep|N/A|N/A|1989/09/01
5568472|19711105|1971 Feb 15|N/A|N/A|1971/02/15
27146423|20170424|2016 Dec|2016/01/18|2016/03/14|2016/11/03
4793070|19740822|1973 Nov 11|N/A|N/A|1973/11/11
5801860|19690930|1969 Apr 1|N/A|N/A|1969/04/01
28336016|20180517|2017 Mar - Apr|2016/12/21|2016/12/24|2017/03/25
10523564|19991130|1999 Nov|N/A|N/A|1999/10/19
2986878|19850716|1985 Jun|N/A|N/A|1985/06/01
12117860|20020905|2002 Aug|N/A|N/A|2002/07/16
5302049|19680916|1968|N/A|N/A|1968/01/01
8479262|19930524|1993 Apr 7|N/A|N/A|1993/04/07
14108002|19961201|1964 Apr 11|N/A|N/A|1964/04/11
4970668|19681025|1967 Jan-Mar|N/A|N/A|1967/01/01
8001935|19950123|1994 Dec|N/A|N/A|1994/12/01
714613|19790124|1978 Oct|N/A|N/A|1978/10/01
26888559|20160629|2016 Apr 1|N/A|N/A|2016/02/19
14090739|19961201|1963 Dec|N/A|N/A|1963/12/01
24586934|20141029|2014|2013/04/09|2014/01/24|2014/03/04
16861670|20060829|2006 Aug|N/A|N/A|2006/07/25
15793134|20050512|2005 Apr|N/A|N/A|2005/03/29
34968442|20220407|2022 Apr|2020/09/09|2021/12/21|2021/12/31
16798204|20060814|2006 Jul|2004/11/08|2006/02/04|2006/06/27
14942972|20040215|1952 Aug|N/A|N/A|1952/08/01
28576783|20170830|2017 Aug 8|2017/02/28|2017/05/24|2017/06/04
1524801|19921022|1992|N/A|N/A|1992/01/01
4223130|19661001|1966 Aug 11|N/A|N/A|1966/08/11
29340528|20180301|2018 Jan 11|2017/08/17|2017/11/10|2018/01/18
16908709|20060912|2006 Sep|N/A|N/A|2006/08/16
15847211|20050524|2005 Apr|N/A|N/A|2005/04/26
8231524|19931215|1993 Oct 27|N/A|N/A|1993/10/27
1276665|19760901|1976 Apr|N/A|N/A|1976/04/01
18430794|20080617|2008 Jun|N/A|N/A|2008/04/24
3843576|19870828|1985|N/A|N/A|1985/01/01
6544650|19851224|1984 Nov|N/A|N/A|1984/11/01
24680558|20150707|2014 Mar|2011/12/12|2013/10/19|2014/04/01
28099832|20170120|2017 Jan 19|N/A|N/A|2017/01/19
2913916|19890227|1989 Feb 15|N/A|N/A|1989/02/15
22473506|20120727|2012 Jun|N/A|N/A|2012/04/05
20375600|20100727|2009|2009/03/14|2009/04/17|2009/01/01
27514623|20170406|2016 Nov|2016/04/04|2016/05/09|2016/10/27
22308707|20120302|2011 Oct-Dec|N/A|N/A|2012/02/09
25464438|20150824|2015 Jan 20|2014/02/27|2014/10/27|2014/12/03
6129332|19830214|1982 Sep|N/A|N/A|1982/09/01
32337533|20210514|2020 Aug 14|N/A|N/A|2020/04/28
28690959|N/A|2017 Jun 9|N/A|N/A|2017/07/12
19134541|20090515|2009 Jan|2007/06/25|2008/10/22|2009/01/13
6088088|19841017|1984 Sep|N/A|N/A|1984/09/01
2365845|19900815|1990 Apr|N/A|N/A|1990/04/01
15393756|20040930|1949 Nov|N/A|N/A|1949/11/01
2068684|19910814|1991|N/A|N/A|1991/01/01
4368190|19741118|1974 Aug 10|N/A|N/A|1974/08/10
6990889|19800726|1980 Jun|N/A|N/A|1980/06/01
28745125|20190903|2018 Apr|N/A|N/A|2017/07/27
34600147|20211228|2022 Jan-Feb|2021/06/03|2021/09/10|2021/10/03
11835897|20020516|2002 Mar|N/A|N/A|2002/02/12
4978538|19690903|1969 Mar-Apr|N/A|N/A|1969/03/01
23121688|20130524|2012 Nov 5|2012/09/17|2012/10/19|2012/11/06
35062840|20220317|2022 Jan|N/A|N/A|2022/01/23
22595160|20120918|2012 May|2012/01/19|2012/01/26|2012/05/19
26665320|20151229|2015 Oct|N/A|N/A|2015/12/17
5520521|19711212|1970|N/A|N/A|1970/01/01
32376493|20210817|2021 May|2020/02/25|2020/04/05|2020/05/08
19304418|20090723|2009 May 30|2006/04/03|2009/02/12|2009/03/24
16698840|20060619|2006 Jun|N/A|N/A|2006/05/16
17006729|20070731|2007 Jun|2006/08/08|2006/08/30|2006/09/29
1833196|19911108|1991 Aug|N/A|N/A|1991/08/01
24126379|20140422|2013 Oct 11|2013/08/27|2013/09/23|2013/10/16
31553841|20191002|2019 Sep 26|N/A|N/A|2019/09/26
16138135|20050906|2005 Aug 25|N/A|N/A|2005/09/03
25385939|20150105|2014 Nov 11|N/A|N/A|2014/11/12
13629947|20000701|1959 Feb 23|N/A|N/A|1959/02/23
31640548|20200615|2019 Oct 22|2018/10/06|2019/09/26|2019/10/24
14627323|20040105|2003 Sep-Oct|N/A|N/A|2003/11/25
2156433|19900423|1990 Mar|N/A|N/A|1990/03/01
14703419|20040506|2003 Dec 10|N/A|N/A|2004/01/03
6521385|19850320|1984 Nov|N/A|N/A|1984/11/01
32297411|20210519|2020 Jul|N/A|N/A|2020/04/17
15448708|20041202|2004 Nov|N/A|N/A|2004/09/28
4702374|19730705|1973 Apr|N/A|N/A|1973/04/01
8965113|19961204|1996 Apr|N/A|N/A|1996/04/01
